child_ID,count,unique,top,freq
LG21M058_25.0,697.0,3.0,0.0,369.0
LH19M049_21.0,697.0,2.0,0.0,673.0
LK24F068_25.0,697.0,3.0,1.0,377.0
LP21M088_25.0,697.0,3.0,0.0,610.0
MA05M018_24.0,697.0,3.0,0.0,557.0
MA05M018_31.0,697.0,3.0,0.0,628.0
MB30M078_30.0,697.0,3.0,1.0,619.0
MC07M058_19.0,697.0,3.0,0.0,670.0
MC07M058_25.0,697.0,3.0,0.0,625.0
MD06M048_23.0,697.0,3.0,0.0,669.0
MD27F020_27.0,697.0,2.0,0.0,649.0
MF04F117_19.0,697.0,3.0,0.0,597.0
MF04F117_25.0,697.0,3.0,1.0,365.0
MG00M068_19.0,697.0,2.0,0.0,667.0
MG04F057_19.0,697.0,2.0,0.0,690.0
MG21M039_22.0,697.0,2.0,0.0,684.0
MK03M057_24.0,697.0,3.0,0.0,564.0
MK03M057_30.0,697.0,3.0,1.0,347.0
MK03M057_34.0,697.0,3.0,1.0,405.0
ML27F028_30.0,697.0,3.0,0.0,659.0
MM16M088_25.0,697.0,3.0,0.0,664.0
MS11F038_24.0,697.0,3.0,0.0,491.0
MS31F058_32.0,697.0,3.0,0.0,503.0
MV11M058_25.0,697.0,3.0,0.0,592.0
MV11M058_32.0,697.0,3.0,0.0,522.0
MW02M048_23.0,697.0,2.0,0.0,665.0
NA00M058_20.0,697.0,2.0,0.0,687.0
NR19F069_35.0,697.0,3.0,0.0,367.0
NW07M108_21.0,697.0,3.0,0.0,679.0
OF32F058_32.0,697.0,3.0,0.0,634.0
OO18F088_24.0,697.0,3.0,0.0,664.0
OO18F088_29.0,697.0,3.0,0.0,674.0
PA26M109_26.0,697.0,2.0,0.0,673.0
PI20F058_24.0,697.0,2.0,0.0,627.0
PI20F058_30.0,697.0,3.0,0.0,480.0
PR20F078_25.0,697.0,3.0,0.0,572.0
PR20F078_33.0,697.0,3.0,0.0,390.0
RA25M039_25.0,697.0,3.0,1.0,485.0
RA25M039_30.0,697.0,3.0,1.0,476.0
RA25M039_32.0,697.0,3.0,1.0,343.0
RA26F039_26.0,697.0,3.0,0.0,668.0
RH19M048_19.0,697.0,2.0,0.0,685.0
RH19M048_29.0,697.0,3.0,0.0,578.0
RI30M058_30.0,697.0,3.0,0.0,496.0
RL17M058_24.0,697.0,3.0,0.0,555.0
SB12M048_18.0,697.0,3.0,0.0,645.0
SL03F038_21.0,697.0,3.0,0.0,666.0
SL14F038_25.0,697.0,3.0,1.0,463.0
SM17F039_25.0,697.0,3.0,0.0,535.0
SM17F039_30.0,697.0,3.0,1.0,378.0
SM25F069_28.0,697.0,3.0,0.0,613.0
SP24F039_24.0,697.0,2.0,0.0,691.0
SS07F088_22.0,697.0,2.0,0.0,692.0
SS11F058_21.0,697.0,2.0,0.0,686.0
SS11F058_31.0,697.0,3.0,0.0,571.0
SW31F048_32.0,697.0,3.0,1.0,656.0
TM30M058_31.0,697.0,3.0,0.0,582.0
TR12M048_23.0,697.0,1.0,0.0,697.0
TS20M118_22.0,697.0,3.0,0.0,600.0
TS20M118_28.0,697.0,3.0,0.0,437.0
VA24M030_24.0,697.0,3.0,0.0,574.0
VE15F088_17.0,697.0,3.0,0.0,677.0
VE15F088_24.0,697.0,3.0,0.0,628.0
VE15F088_29.0,697.0,2.0,0.0,605.0
VG11F088_25.0,697.0,2.0,0.0,652.0
VG11F088_31.0,697.0,3.0,0.0,530.0
VG27F049_27.0,697.0,3.0,1.0,442.0
VL18F058_24.0,697.0,3.0,0.0,612.0
VO19M039_20.0,697.0,3.0,0.0,556.0
VP23F039_23.0,697.0,3.0,0.0,559.0
VP23F039_30.0,697.0,3.0,1.0,356.0
YT29F049_30.0,697.0,3.0,0.0,523.0
ZZ21M049_21.0,697.0,3.0,0.0,656.0
ZZ21M049_32.0,697.0,3.0,0.0,502.0
101_35.0,423.0,3.0,0.0,277.0
102_19.0,423.0,2.0,0.0,399.0
102_26.0,423.0,2.0,0.0,386.0
103_34.0,423.0,3.0,0.0,314.0
104_30.0,423.0,2.0,0.0,348.0
104_35.0,423.0,3.0,0.0,277.0
105_28.0,423.0,2.0,0.0,372.0
105_31.0,423.0,2.0,0.0,402.0
105_35.0,423.0,2.0,0.0,387.0
106_30.0,423.0,2.0,0.0,386.0
106_34.0,423.0,2.0,0.0,374.0
107_17.0,423.0,2.0,0.0,411.0
107_23.0,423.0,2.0,0.0,369.0
107_27.0,423.0,2.0,0.0,346.0
107_33.0,423.0,3.0,1.0,211.0
108_21.0,423.0,2.0,0.0,417.0
108_26.0,423.0,2.0,0.0,393.0
108_30.0,423.0,3.0,0.0,392.0
108_34.0,423.0,3.0,0.0,330.0
109_23.0,423.0,2.0,0.0,420.0
110_18.0,423.0,2.0,0.0,390.0
110_22.0,423.0,2.0,0.0,379.0
111_24.0,423.0,2.0,0.0,374.0
111_28.0,423.0,4.0,0.0,307.0
111_32.0,423.0,3.0,0.0,267.0
111_36.0,423.0,3.0,0.0,243.0
112_27.0,423.0,2.0,0.0,380.0
112_31.0,423.0,3.0,0.0,333.0
112_35.0,422.0,3.0,0.0,307.0
113_29.0,423.0,3.0,0.0,388.0
113_33.0,423.0,2.0,0.0,372.0
114_22.0,423.0,2.0,0.0,385.0
114_26.0,422.0,2.0,0.0,380.0
114_31.0,423.0,3.0,0.0,327.0
114_36.0,423.0,3.0,1.0,251.0
115_26.0,423.0,2.0,0.0,377.0
115_32.0,423.0,2.0,1.0,220.0
115_35.0,423.0,3.0,0.0,216.0
116_22.0,423.0,2.0,0.0,419.0
116_30.0,423.0,2.0,0.0,402.0
117_21.0,423.0,3.0,0.0,355.0
118_27.0,423.0,2.0,0.0,340.0
118_31.0,423.0,2.0,1.0,246.0
118_34.0,423.0,3.0,1.0,222.0
119_20.0,423.0,2.0,0.0,394.0
119_25.0,423.0,3.0,0.0,332.0
119_28.0,423.0,3.0,1.0,225.0
203_28.0,423.0,3.0,0.0,245.0
205_27.0,423.0,3.0,1.0,233.0
302_26.0,423.0,2.0,0.0,388.0
303_26.0,423.0,2.0,0.0,388.0
304_22.0,423.0,2.0,0.0,409.0
304_26.0,423.0,2.0,0.0,376.0
304_30.0,423.0,2.0,0.0,385.0
304_35.0,423.0,3.0,0.0,372.0
305_24.0,423.0,2.0,0.0,398.0
305_29.0,423.0,2.0,0.0,365.0
305_33.0,423.0,2.0,0.0,357.0
305_36.0,423.0,2.0,0.0,332.0
306_26.0,423.0,2.0,0.0,372.0
306_30.0,423.0,2.0,0.0,357.0
307_24.0,423.0,3.0,1.0,305.0
307_30.0,423.0,2.0,1.0,412.0
308_35.0,423.0,3.0,1.0,261.0
310_31.0,423.0,2.0,0.0,409.0
311_21.0,423.0,2.0,0.0,372.0
311_25.0,422.0,2.0,0.0,320.0
311_31.0,423.0,2.0,1.0,255.0
311_35.0,423.0,2.0,1.0,417.0
313_25.0,423.0,2.0,0.0,346.0
313_31.0,423.0,3.0,0.0,262.0
313_36.0,422.0,3.0,0.0,213.0
314_29.0,423.0,3.0,1.0,360.0
314_35.0,423.0,3.0,1.0,389.0
315_19.0,423.0,2.0,0.0,390.0
315_33.0,423.0,2.0,0.0,349.0
316_26.0,423.0,2.0,0.0,360.0
317_17.0,423.0,2.0,0.0,407.0
318_28.0,423.0,3.0,0.0,275.0
318_32.0,423.0,3.0,1.0,241.0
318_35.0,423.0,2.0,0.0,396.0
319_26.0,423.0,3.0,0.0,221.0
319_29.0,423.0,4.0,1.0,249.0
319_33.0,422.0,3.0,1.0,213.0
320_25.0,423.0,3.0,0.0,391.0
320_30.0,423.0,2.0,0.0,360.0
322_28.0,423.0,2.0,0.0,382.0
322_32.0,422.0,3.0,1.0,281.0
323_25.0,423.0,3.0,0.0,326.0
324_30.0,423.0,3.0,0.0,337.0
325_35.0,423.0,2.0,0.0,410.0
401_23.0,423.0,2.0,0.0,407.0
401_27.0,423.0,2.0,0.0,396.0
401_31.0,423.0,3.0,0.0,339.0
402_36.0,423.0,3.0,1.0,232.0
501_28.0,423.0,2.0,0.0,336.0
503_25.0,423.0,2.0,0.0,403.0
504_23.0,423.0,2.0,0.0,347.0
505_24.0,423.0,2.0,0.0,299.0
Child1_1.0,477.0,2.0,0.0,391.0
Child2_1.0,478.0,2.0,0.0,357.0
Child3_1.0,478.0,2.0,1.0,268.0
Child4_1.0,478.0,2.0,0.0,422.0
Child5_1.0,478.0,2.0,0.0,270.0
Child6_1.0,478.0,2.0,1.0,330.0
Child7_0.0,478.0,2.0,0.0,269.0
Child8_0.0,478.0,2.0,0.0,281.0
Child9_1.0,478.0,2.0,0.0,243.0
Child10_0.0,478.0,2.0,1.0,285.0
Child11_0.0,478.0,2.0,1.0,356.0
Child12_1.0,478.0,2.0,0.0,432.0
Child13_0.0,478.0,2.0,0.0,416.0
Child14_0.0,478.0,2.0,0.0,437.0
Child15_0.0,478.0,2.0,1.0,272.0
Child16_1.0,478.0,2.0,1.0,435.0
Child17_1.0,478.0,2.0,1.0,384.0
Child18_1.0,478.0,2.0,0.0,287.0
Child19_1.0,478.0,2.0,0.0,239.0
Child20_1.0,478.0,2.0,0.0,400.0
Child21_0.0,478.0,2.0,1.0,333.0
Child22_1.0,478.0,2.0,1.0,336.0
Child23_0.0,478.0,2.0,1.0,278.0
Child24_0.0,478.0,2.0,1.0,306.0
Child25_1.0,478.0,2.0,0.0,383.0
Child26_1.0,478.0,2.0,0.0,259.0
Child27_1.0,478.0,2.0,0.0,242.0
Child28_1.0,478.0,2.0,1.0,463.0
Child29_1.0,478.0,2.0,1.0,435.0
Child30_1.0,478.0,2.0,0.0,468.0
Child31_1.0,478.0,2.0,1.0,399.0
Child32_0.0,478.0,2.0,1.0,341.0
Child33_0.0,478.0,2.0,1.0,304.0
Child34_0.0,478.0,2.0,1.0,378.0
Child35_1.0,478.0,2.0,0.0,387.0
Child36_1.0,478.0,2.0,1.0,429.0
Child37_1.0,478.0,2.0,1.0,423.0
Child38_1.0,478.0,2.0,1.0,319.0
Child39_1.0,478.0,2.0,1.0,475.0
Child40_1.0,478.0,2.0,1.0,296.0
401.0_16.0,398.0,3.0,1.0,204.0
402.0_17.0,398.0,3.0,0.0,393.0
404.0_19.0,398.0,3.0,0.0,322.0
406.0_17.0,398.0,3.0,0.0,386.0
408.0_16.0,398.0,3.0,0.0,373.0
410.0_16.0,398.0,3.0,0.0,361.0
411.0_16.0,398.0,2.0,0.0,388.0
412.0_17.0,398.0,2.0,0.0,393.0
415.0_16.0,398.0,2.0,0.0,385.0
418.0_15.0,398.0,1.0,0.0,398.0
420.0_16.0,398.0,2.0,0.0,396.0
422.0_18.0,398.0,3.0,0.0,353.0
423.0_16.0,398.0,3.0,0.0,360.0
424.0_16.0,398.0,1.0,0.0,398.0
425.0_15.0,398.0,2.0,0.0,394.0
426.0_17.0,398.0,3.0,0.0,283.0
427.0_17.0,398.0,3.0,0.0,381.0
428.0_16.0,398.0,2.0,0.0,374.0
429.0_16.0,398.0,2.0,0.0,372.0
430.0_18.0,398.0,3.0,0.0,386.0
431.0_17.0,398.0,2.0,0.0,343.0
432.0_18.0,398.0,3.0,0.0,313.0
433.0_20.0,398.0,2.0,0.0,387.0
434.0_18.0,398.0,2.0,0.0,376.0
435.0_18.0,398.0,3.0,0.0,379.0
436.0_18.0,398.0,3.0,0.0,348.0
437.0_17.0,398.0,3.0,0.0,271.0
438.0_20.0,398.0,3.0,0.0,374.0
439.0_19.0,398.0,3.0,0.0,363.0
441.0_18.0,398.0,2.0,0.0,360.0
442.0_17.0,398.0,3.0,0.0,396.0
443.0_19.0,398.0,3.0,0.0,304.0
444.0_17.0,398.0,2.0,0.0,390.0
445.0_17.0,398.0,3.0,0.0,380.0
446.0_18.0,398.0,3.0,0.0,373.0
447.0_17.0,398.0,3.0,0.0,358.0
448.0_18.0,398.0,3.0,0.0,387.0
449.0_19.0,398.0,3.0,0.0,386.0
450.0_18.0,398.0,3.0,0.0,369.0
451.0_18.0,398.0,3.0,0.0,311.0
452.0_18.0,398.0,2.0,0.0,389.0
453.0_17.0,398.0,3.0,0.0,378.0
454.0_18.0,398.0,2.0,0.0,381.0
455.0_19.0,398.0,2.0,0.0,335.0
456.0_18.0,398.0,2.0,0.0,393.0
457.0_17.0,398.0,3.0,0.0,344.0
458.0_19.0,398.0,3.0,0.0,350.0
459.0_17.0,398.0,3.0,0.0,314.0
460.0_17.0,398.0,3.0,0.0,393.0
461.0_18.0,398.0,3.0,0.0,291.0
462.0_17.0,398.0,2.0,0.0,392.0
463.0_17.0,398.0,3.0,0.0,366.0
464.0_18.0,398.0,2.0,0.0,363.0
465.0_17.0,398.0,3.0,0.0,393.0
466.0_18.0,398.0,3.0,0.0,354.0
467.0_18.0,398.0,3.0,0.0,353.0
468.0_18.0,398.0,3.0,0.0,374.0
469.0_16.0,398.0,3.0,0.0,378.0
470.0_17.0,398.0,3.0,0.0,271.0
471.0_18.0,398.0,2.0,0.0,373.0
472.0_18.0,398.0,3.0,0.0,261.0
401.0_23.0,547.0,2.0,1.0,459.0
402.0_23.0,545.0,2.0,0.0,532.0
404.0_24.0,547.0,2.0,0.0,401.0
406.0_23.0,547.0,2.0,0.0,541.0
410.0_25.0,547.0,2.0,0.0,357.0
411.0_23.0,547.0,2.0,0.0,425.0
412.0_23.0,547.0,2.0,0.0,530.0
413.0_22.0,547.0,2.0,0.0,468.0
414.0_22.0,547.0,2.0,0.0,516.0
418.0_22.0,547.0,2.0,0.0,544.0
421.0_23.0,547.0,2.0,1.0,331.0
422.0_24.0,547.0,2.0,0.0,414.0
423.0_22.0,547.0,2.0,0.0,338.0
424.0_21.0,547.0,2.0,0.0,485.0
425.0_21.0,547.0,2.0,0.0,472.0
426.0_25.0,547.0,2.0,0.0,413.0
427.0_24.0,547.0,2.0,0.0,443.0
428.0_25.0,547.0,2.0,0.0,494.0
429.0_24.0,547.0,2.0,0.0,494.0
430.0_23.0,547.0,2.0,0.0,481.0
431.0_24.0,547.0,2.0,0.0,308.0
432.0_24.0,547.0,2.0,1.0,540.0
433.0_24.0,547.0,2.0,0.0,507.0
434.0_24.0,547.0,2.0,0.0,497.0
437.0_23.0,547.0,2.0,1.0,373.0
438.0_25.0,547.0,2.0,0.0,518.0
439.0_24.0,547.0,2.0,0.0,441.0
441.0_24.0,0,0,,
442.0_23.0,547.0,2.0,0.0,536.0
443.0_26.0,547.0,2.0,0.0,520.0
445.0_23.0,547.0,2.0,0.0,506.0
446.0_25.0,547.0,2.0,0.0,278.0
447.0_23.0,547.0,2.0,0.0,451.0
448.0_23.0,547.0,2.0,0.0,463.0
451.0_25.0,547.0,2.0,1.0,452.0
452.0_24.0,547.0,2.0,0.0,483.0
453.0_23.0,547.0,2.0,0.0,497.0
454.0_25.0,547.0,2.0,0.0,470.0
455.0_25.0,547.0,2.0,1.0,377.0
457.0_24.0,547.0,2.0,0.0,292.0
458.0_25.0,547.0,2.0,0.0,359.0
459.0_23.0,547.0,2.0,1.0,317.0
460.0_23.0,547.0,2.0,0.0,510.0
461.0_24.0,545.0,2.0,1.0,413.0
462.0_23.0,547.0,2.0,0.0,285.0
464.0_24.0,547.0,2.0,0.0,403.0
465.0_25.0,547.0,2.0,0.0,467.0
466.0_24.0,546.0,2.0,0.0,309.0
467.0_24.0,547.0,2.0,0.0,442.0
468.0_25.0,547.0,2.0,0.0,476.0
470.0_24.0,547.0,2.0,1.0,382.0
471.0_24.0,547.0,2.0,0.0,426.0
401.0_30.0,546.0,2.0,1.0,507.0
402.0_30.0,546.0,2.0,0.0,463.0
404.0_31.0,546.0,2.0,1.0,295.0
405.0_30.0,546.0,2.0,1.0,347.0
408.0_32.0,546.0,2.0,0.0,428.0
409.0_29.0,546.0,2.0,0.0,535.0
411.0_30.0,546.0,2.0,0.0,299.0
412.0_30.0,546.0,2.0,0.0,499.0
413.0_28.0,546.0,2.0,1.0,286.0
414.0_29.0,546.0,2.0,0.0,293.0
415.0_30.0,546.0,2.0,0.0,360.0
416.0_31.0,546.0,2.0,0.0,503.0
418.0_29.0,546.0,2.0,0.0,480.0
420.0_32.0,546.0,2.0,1.0,387.0
421.0_29.0,546.0,2.0,1.0,350.0
422.0_30.0,546.0,2.0,1.0,398.0
423.0_29.0,545.0,2.0,0.0,346.0
424.0_28.0,546.0,2.0,0.0,491.0
426.0_31.0,546.0,2.0,1.0,462.0
427.0_31.0,546.0,2.0,1.0,408.0
428.0_32.0,546.0,2.0,1.0,311.0
429.0_32.0,546.0,2.0,1.0,295.0
430.0_30.0,546.0,2.0,0.0,410.0
431.0_30.0,546.0,2.0,1.0,356.0
432.0_32.0,546.0,2.0,1.0,545.0
433.0_31.0,546.0,2.0,0.0,515.0
434.0_31.0,546.0,2.0,0.0,429.0
437.0_30.0,546.0,2.0,1.0,513.0
438.0_32.0,546,2,0.0,541
439.0_31.0,546,2,1.0,418
440.0_31.0,546,2,0.0,476
441.0_31.0,546,2,0.0,325
445.0_30.0,546,2,0.0,290
446.0_32.0,546,2,1.0,461
447.0_30.0,546,2,0.0,335
448.0_30.0,545,2,1.0,356
451.0_32.0,546,2,1.0,523
453.0_31.0,546,2,0.0,334
454.0_31.0,546,2,1.0,283
455.0_32.0,546,2,1.0,453
456.0_31.0,546,2,0.0,441
457.0_31.0,546,2,1.0,463
458.0_32.0,546,2,0.0,277
459.0_31.0,546,2,1.0,480
461.0_32.0,546,2,1.0,471
463.0_30.0,546,2,0.0,463
465.0_31.0,546,2,1.0,429
466.0_32.0,532,2,1.0,465
467.0_32.0,546,2,1.0,437
470.0_30.0,546,2,1.0,474
471.0_31.0,546,2,0.0,431
category_nan,766,22,action_words,129
